sentence,label
It has been found that migrating neuroblasts can actively remodel astrocytic tubes to facilitate their directed migration.,1
"The neuroblasts have the ability to remove impeding astrocytic processes by secreting a diffusible protein with repulsive activity, Slit1, whose receptor, Robo, is expressed on the RMS astrocytes [98].",1
"Astrocytes wrap the brain vasculature and usually separate neural cells from endothelial cells, contributing thus to the blood–brain barrier.",1
"Intriguingly, based on electron-microscopic observations, it has been demonstrated that neuroblasts in the RMS can in some cases directly contact blood vessels without any intervening astrocytes or pericytes [17,44].",1
"Similarly in the SVZ, Tavazoie et al.",1
"[13] found that stem cells and transit-amplifying cells directly contact blood vessels at sites devoid of astrocyte endfeet, as well as pericyte coverage.",1
"Unlike the SVZ and RMS, such direct contact between neural precursor cells and endothelial cells has not been found in the OB [87].",1
"Recently, there has been a growing body of evidence concerning the vasophilic migration of neuroblasts in the RMS and the OB.",1
"However, it was still unclear whether blood vessels represent the “path of least resistance” for neuroblasts or whether blood vessels are also a source of some migration-promoting factors.",1
"Based on tracer experiments, it was found that the blood–brain barrier of the SVZ is modified and that circulating small molecules can enter the SVZ via two routes, directly from the vessels in the SVZ vascular plexus and from vessels in the choroid plexus [13,97].",1
"Neuronal precursors residing in the SVZ may, therefore, easily receive spatial cues and regulatory signals circulating in the bloodstream.",1
"Moreover, endothelial cells themselves produce diffusible signals, such as VEGF, BDNF and other factors, which can affect neuronal precursors [79,99,100,101].",1
The regulatory effect of BDNF on migration of neuroblasts in the SVZ-RMS has been shown in vitro [102].,1
"Later, the Saghatelyan group demonstrated that in the SVZ-RMS, BDNF is produced by endothelial cells of blood vessels [16].",1
"Moreover, they revealed the principle of vasophilic migration [16,103] and they showed that migrating neuroblasts control their own migration by regulating the amount of extracellular BDNF.",1
"BDNF produced by endothelial cells bound with p75NTR low-affinity receptors on neuroblasts, thus fostering the entrance of neuroblasts to the migratory phase.",1
"Then, GABA released by neuroblasts induced Ca2+-dependent expression of TrkB, high-affinity receptor for BDNF, on astrocytes.",1
"This resulted in trapping of BDNF by astrocytes, thereby regulating its availability in extracellular space, which induces entry of migrating neuroblasts to the stationary phase [16].",1
"As well as in the adult brain, vasophilic migration of neuroblasts has been observed in neonates.",1
"In neonatal and juvenile mice, besides tangential migration of neuroblasts along the RMS, radial migration of neuroblasts from the SVZ-RMS through the corpus callosum into the lower layers of the brain cortex has been observed [104].",1
"Later, it was found that these neuroblasts migrate along the blood vessels and that the vasophilic mode of radial migration toward the cortex gradually decreases and disappears around the fourth postnatal week [105].",1
"It was suggested that the decrease in vasophilic radial migration was probably due to the establishment of a glial sheath surrounding the RMS, and due to gradual decrease in the density of blood vessels in the corpus callosum [105].",1
"However, tangential vasophilic migration of SVZ-derived neuroblasts toward the OB continues even in adulthood [16,17,87].",1
"During perinatal and early postnatal developmental stages, intense vascular remodeling takes place in the forebrain neurogenic region [67,68].",1
"At early postnatal stages (during the first postnatal week), blood vessels become more aligned in the longitudinal direction of the RMS and parallel to each other [68].",1
"During later postnatal weeks, blood vessels continue increasing in complexity and length [67].",1
Mechanisms leading to the appearance and formation of a migration-promoting vasculature scaffold during early developmental stages were examined by Bozoyan et al. [20].,1
"During early postnatal stages, the RMS contains two distinct sub-regions, the border and the core, with different characteristics [20].",1
"Overall density of blood vessels in the RMS increases during postnatal development, with consistently more parallel blood vessels at the border of the RMS than in the core.",1
"Other differences have been found between the borders and the core of the RMS: fewer branched blood vessels in the borders than in the core; the presence of proliferating and migrating endothelial cells during early developmental stages restricted to the outer borders of the RMS, the place where the first parallel blood vessels appear.",1
"Thus, it has been suggested that the migration-promoting vasculature scaffold is first laid down on the borders of the RMS [20].",1
"As the brain grows, the RMS gradually becomes longer and thinner, the center of the RMS collapses, and the RMS borders approach each other [20].",1
"Although the RMS blood vessels are laid down during early development [67], their reorganization occurs postnatally [20] and this vascular rearrangement seems to be crucial for neurogenic processes in the SVZ-RMS-OB.",1
"By blocking VEGF signaling during early developmental stages, Licht et al.",1
"[106] induced a collapse of the RMS vascular network, which resulted in complete failure of the migration of newborn neuronal precursors from the SVZ toward the OB and thus piling up of neuronal precursors amidst the RMS and their subsequent apoptosis.",1
"In contrast, when VEGF signaling was blocked in the adult brain, no excessive endothelial or neuronal cell death was noted, and nor was any reduction seen in the number of neuronal precursors reaching the OB [106].",1
"Later, it was shown that during the early postnatal period, VEGF is produced by astrocytes, which first emerge on the outer borders of the migratory stream and this astrocyte-derived VEGF plays a key role in the development and structural rearrangement of the vasculature scaffold [20].",1
"When the VEGF expression was downregulated in vivo, specifically in the astrocytes of the developing RMS, the development of the vascular scaffold was affected and this consequently led to alteration of the neuronal migration, accumulation of neuronal precursors in the RMS, and decrease in the number of newborn neurons arriving at the OB [20].",1
"In our laboratory, we obtained similar results when angiogenesis was inhibited during the early postnatal period [21].",1
"Administration of endostatin, an endogenous inhibitor of angiogenesis which interferes with VEGFR-2, prevented the effect of VEGF on angiogenesis and resulted in the disruption of blood vessel reorganization into a proper vascular scaffold [21].",1
This failure of vascular rearrangement caused disruption of the mode and direction of neuroblast migration.,1
"Chain migration failed, and some neuroblasts moved individually and migrated out of the RMS.",1
"The number of proliferating cells in the RMS increased, probably due to their accumulation caused by disrupted neuroblast migration.",1
"These effects of angiogenesis inhibition were more evident shortly after the inhibition, although the effects remained noticeable even after a longer time [21].",1
"Taken together, this suggests that the reorganization of blood vessels in the RMS and formation of a vascular scaffold during the early postnatal period is crucial for the regular course of postnatal neurogenesis in the SVZ-RMS-OB system.",1
"Neurogenesis in the adult brain attracts the attention of researchers all over the world because there are prospects for the use of newly-generated cells in treating disorders associated with neuron loss, such as brain injury, neurodegenerative diseases, or stroke.",1
"Under physiological conditions, newborn cells originating in the SVZ are destined for the OB.",1
"In addition, under pathological conditions, neuronal precursors are able to migrate out of the neurogenic region of the SVZ toward the site of ischemia [72,107].",1
"Adult neurogenesis is a complex process, which includes proliferation, migration, differentiation, and integration of newborn cells into functional neuronal circuits.",1
Each of these processes is regulated by multiple factors on cellular and molecular levels.,1
"Although blood vessels have been known for many years to be a critical component of neurogenic niches [13,14,74,76], it has only recently been revealed that the vasculature in the SVZ-RMS-OB also plays a role in the regulation of neuroblast migration [16,17,87].",1
"Blood vessels in the adult neurogenic region serve as a scaffold along which neuroblasts migrate (Figure 3), similar to processes of radial glial cells during the embryonic period.",1
"In addition, endothelial cells of blood vessels produce migration-promoting cues [16].",1
Diabetic peripheral neuropathy is one of the most common chronic complications of diabetics which causes nerve damage and muscle strength decrease in patients.,1
This in turn results in imbalance leading to the diabetic patients' daily activity disparity.,1
The present investigation was conducted to specifically study the effects of combined training (resistance-aerobic) on serum kinesin-1 and physical function in type 2 diabetes patients with diabetic peripheral neuropathy.,1
24 diabetic neuropathic females were randomly to be selected out and divided into two experimental and control groups.,1
The experimental group received resistance-aerobic training for 3 sessions during eight weeks.,1
"The exercise training included resistance exercises with 2-3 sets, 6-7 exercise stations, 8-12 repetitions (reps), and 3-5 minutes of rest in between the exercises, and the aerobic exercises contained 50-65% of heart rate reserve (HRR) for 3 minutes with 30 seconds of rest interval between sets and 5-10 repetitions.",1
"Results show that the serum kinesin-1 level and aerobic endurance declined after eight weeks of combined (resistance-aerobic) exercise training, but this decrease was not significant.",1
"The upper body strength increased but it was not significant, while the lower body showed a significant strength increase.",1
"With regard to the progressive nature of diabetic peripheral neuropathy, it seems that even the little changes resulting from the combined exercise training can be useful.",1
"Nevertheless, more research is required in this area.",1
The diabetic peripheral neuropathy is one of the most common complications resulting from diabetes.,1
"This complication emerges with such symptoms in patients as severe pain, increase in injury or wound danger and amputation, sense loss or decrease, tingling sensation in hands or feet, menopausal hot flashes, instability increase and balance, and performance disorder [1].",1
"The factors affecting the diabetic peripheral neuropathic pathogens are the hyperglycemia, nitrogen and oxidative stress, mitochondrial function disorder, polyol pathway activation, advanced glycation end product (AGE) increase, and irritation symptom increase [2, 3] which result in destruction of neurons and axons in sensory and motor nerves.",1
"Nerve damage in the diabetic peripheral neuropathy follows a specific destructive pattern in such a way that first sensory nerves and then motor ones are involved, and this involvement appears as dying-back.",1
It means that the lower axons die before the complete destruction of the nervous system (nerve tree) [4].,1
It seems that the dying-back pattern results from a disorder or progression in the production of proteins and necessary matters needed for axons.,1
This pattern is more seen in longer axons [4].,1
The large distance of axons from the cellular body causes the materials required for its preserving and functioning to get transported more quickly by the axonal transport system.,1
"This system includes microtubules and motor kinesin and dynein proteins [5, 6].",1
Kinesin-1 with the energy resulting from ATP (Adenosine triphosphate) hydrolysis moves over the microtubules and is responsible for the movement of many of cell shipments.,1
The connection of cell shipments to kinesin-1 is established through two kinesin light chains (KLC) [7].,1
KLC1 is responsible for connecting intercellular shipments such as cellular mitochondria and proteins [8] and plays a major role in axonal (nerve) transport [9].,1
The disorder in the axonal transport system results in the destruction of motor units and neurogenic muscular atrophy [10].,1
"It seems that with a person's chronic affliction to diabetic peripheral neuropathy and its major increase, the motor axons are more subject to destruction and at last results in more muscular tissue death [11].",1
"Neurogenic muscular atrophy declines patients' muscular strength, speed, and endurance and is along with neural fatigue leading to the reduction of their potential performance [12, 13].",1
"In fact, it seems that losing muscular strength in the lower body is the major cause of walking imbalance and disorders in the diabetic peripheral neuropathic patients.",1
This increases the danger of falling down [13].,1
"The purpose of treating the diabetic peripheral neuropathy is to prevent the advancement of neuropathic symptoms and neural function disorders and its decadence, but more importantly is to expand the rebuilding of immature fiber degeneration [14].",1
"Although regular physical exercise most probably cannot completely divert the peripheral neuropathic symptoms, it can prevent from more muscular strength loss and flexibility decline [15]; moreover, it can relieve the diabetic peripheral neuropathic pain [16] and improves the neural function [15, 17].",1
"Studies indicate that combined resistance and aerobic exercise training remarkably reduces neuropathic symptoms and pain, increases muscular fiber [15], and improves walking strength and balance [18, 19].",1
It also improves skin neural density [19] and reduces general and physical fatigue [20].,1
"Based on our knowledge, the effect of combined resistance and aerobic exercise training on serum kinesin in the diabetic peripheral neuropathic patients has not been investigated in studies so far, the present study was conducted to show whether it can affect the serum KLC1 variations, aerobic resistance, and upper and lower body strength.",1
"This trial designed a parallel group including allocation ratio 1_:_1 with a pretest and posttest, carried out in Sabzevar, Iran.",1
"After calling for subjects' entering the research project, 24 females were randomly (Simple) selected and then randomly divided into two equal groups: control and experimental (N = 12).",1
"For randomization, we use flipping a coin for the two treatment groups (control versus experimental); the side of the coin (i.e., heads-control and tails-experimental) determines the assignment of each subject.",1
"The approval of diabetic peripheral neuropathy (by applying the Michigan Questionnaire and Monofilament 10-Point Test), the age range of 45-65 years, the subjects' ability to do resistance and aerobic exercises, and the females' menopause were the inclusion criteria for this study.",1
"The exclusion criteria for the study were such problems as amputation, sole injury, severe retinopathy, dialysis and neuropathy, upper body neuropathy or arthritis that could help reduce and/or limit the pain, the existence of imbalance factors except for neuropathy, subjects' not attending the initial and final tests and sample taking, and absenting from the exercise for more than 3 sessions.",1
"Due to their having some of the criteria, two of the subjects in the experimental group had to leave the study before it was terminated.",1
"Also, patients were asked to complete forms “PAR-Q+” (Annex 1) and “Informed Consent Form Template” (Annex 2) before the protocol started.",1
Note: this research was approved by the Ethics Committee of Sabzevar University of Medical Sciences with number IR.MEDSAB.REC.1396.3.,1
The training program was implemented for 3 sessions per week for 8 weeks.,1
"In the beginning of each session of exercise, the subjects warmed up for 15 minutes and then did the resistance exercises.",1
"Having done the resistance exercises, they took a rest of 3-5 minutes and started doing aerobic exercises and cooled off after they exercised for 10-15 minutes.",1
Warm up exercises contained walking for 5 minutes and doing the training protocol strength exercises without any load for 10 minutes.,1
Cooling down consisted of 5 minutes for walking and 5-10 minutes for stretching exercises.,1
"The resistance training included chest press, wide-grip lat pulldown, barbell curl, lying triceps press, leg extension, lying leg curls, sit-up, and push-up using bodybuilding equipment.",1
"The movements started with the stations that involved bigger muscles, the movements such as leg extension, and then moved to and finished in the stations that activated the smaller muscles like barbell curl.",1
"The training intensity was managed in such a way that the subjects could do each movement for 8-12 times repetitively; in case a subject managed to carry out each exercise movement for 12 times in two sessions in a row, the used weight increased in the next session.",1
The exercises were carried out in two sets for the first four weeks and after the fifth week all the movements were followed in three sets to the end of the program.,1
The number of stations was 6 until the seventh week and in the eighth week it was increased to 7.,1
The number of repetitions in the whole period of the exercise was fixed and unchangeable and it was 8-12 reps.,1
The rest time between the sets was one minute and between the stations it was two minutes.,1
The aerobic training included the interval running with 3-minute repetitions and a rest time of 30 seconds.,1
The intensity of aerobic training started with 50% of heart rate reserve (HRR) [21] in the first week and was increased to 65% in the eighth week.,1
The number of repetitions also started with 5 in the first week and was terminated with 10 in the eighth week.,1
"To test the subjects' aerobic resistance, upper body (trunk) and lower body strength, the 6-minute walking test, the 30-second bicep curl test, and Rikli and Jones Chair Stand Test were administered [22].",1
The blood samples (5cc) were taken from the patients' veins 24 hours before and 48 hours after the training program after a 12-hour night fasting.,1
The samples were poured in test tubes without anticoagulant agent.,1
"To prepare the blood serum, the samples were kept in room temperature for 10 minutes, their clot being removed, and then were centrifuged at 3000_rpm for 20 minutes.",1
The samples were frozen at -20°C.,1
The KLC1 serum level was measured by using the human ELIZA kit with a sensitivity level of 2.44_ng/ml and CV of 5% (EASTBIOPHARM-China).,1
"To analyze the data, the SPSS-23 was used.",1
"To calculate the standard deviation and the mean, the descriptive statistics was applied.",1
"After getting assured about the normality of the data by using the Kolmogorov-Smirnov Normality Test and analysis of homogeneity variances using the Levene's Test, repeated measures ANOVA was used for the analysis of the data.",1
The data analysis in Table 1 shows that the anthropometric data of the training and control groups did not significantly differ in the pretest (P < 0.05).,1
"The results indicate that the KLC1 serum levels did not change significantly after eight weeks in both groups (P > 0.05); furthermore, there were no significant differences between the two groups in their serum levels of KLC1 (P > 0.05), but effect size data shows that training could moderately effect on KLC1 levels.",1
"The aerobic endurance difference both in the treatment group and in the control group after eight weeks was not significant (P > 0.05); however, the comparison between the two levels of aerobic endurance of both groups showed that after eight weeks the aerobic endurance in the control group significantly decreased (P = 0.008), and effect size data shows that training could moderately effect on aerobic endurance.",1
"The upper body strength level both within and between groups did not significantly vary (P > 0.05) after eight weeks; nevertheless, the lower body strength in training group significantly increased after eight weeks (P = 0.001), and data shows that the effect size of training on lower body strength is strong.",1
"The diabetic peripheral neuropathy causes structural variations in the peripheral neurons [23], and neural transport system that functions with kinesin and dynein motor proteins gets functionally impaired [6].",1
"Because of the destruction of neurons, proteins and other materials of the damaged neurons enter the blood and are disposed [24].",1
"Various studies indicate that resistance and aerobic training helps purge the diabetic peripheral neuropathic complications [15, 25, 26].",1
"However, the findings of the present study proved that the combined resistance-aerobic training did not show a significant difference in the KLC1 serum level after eight weeks [27].",1
"To the best of our knowledge, the present study was the first research work that investigated the KLC1 variations in the subjects afflicted with diabetic neuropathy.",1
"In some similar works carried out on animals, the kinesin variation in their nervous system was investigated. ",1
"As Golbar et al. [28] and Rahmati et al. (2013) indicated, the endurance training significantly increased the kinesin level and, in turn, its mRNA in the sciatic nerves of the healthy rats' treatment group, compared with that of the healthy rats control group; however, in the diabetic treatment group the kinesin and, in turn, its mRNA levels declined thanks to the training, compared with those of the diabetic control group.",1
These studies indicated that the KLC1 level in the diabetic control group is more than that of the training-diabetic group and healthy control and training groups where the findings are in line with the findings of the study conducted by Baptista et al. [29] that showed an increase expression of Hippocampus KLC-1 in rats [29].,1
The constant increase of kinesin-1 content in the sciatic nerves of the diabetic neuropathic rats is probably because of dying-back of the neurons in neuropathy and the activation of compensating mechanism.,1
"However, in response to the logical and effective exercise activities, neurons get activated and balance this content helping it reach a normal level [28, 29].",1
"Further, in line with these findings, some other research works are suggestive of the same decrease in the level of kinesin or disorder in that content.",1
"For example, in rats afflicted with parkinsonism [30, 31] and in patients afflicted with ALS [32] and Alzheimer's disease, the content of kinesin reduces [33]; however, the KLC1 level in patients with breast cancer was witnessed to be remarkably increasing [34].",1
"It is worth mentioning that in the present study, it was observed that the dose of medicine used by the subjects varied in such a way that the drug dose in the control group increased, while in the training group it decreased.",1
"This can justify the decrease of KLC1 serum level in the control group and the insignificance of the training group's KLC1 serum level variation, and this is consistent with the effect size findings in Table 2.",1
"The results of the present study showed that aerobic endurance reduced in both groups, but the reduction level in the training group was less than that of the control group.",1
It seems that the training program had some benefit on aerobic endurance.,1
It seems that the findings of the present research are in line with those of Kluding et al.,1
[15] where they found that regular physical exercise could not reverse the peripheral neuropathic symptoms but could prevent the progression or advancement of the disease [15].,1
"The findings of the current work also showed that combined resistance-aerobic training could not completely stop the diabetic peripheral neuropathic patients' walking disorders, but they could reduce the progression or advancement pace up to 1/5.",1
"In the investigation of other studies, it can be observed that aerobic training [35] and combined (aerobic-resistance) ones [36] increased the duration of the diabetic patients' walking where the findings differ from those of the present study.",1
This difference may be due to the subjects' individual differences in that the subjects of these two researches were not afflicted with diabetic neuropathy.,1
Two other research works also investigated the effects of aerobic training on the diabetic neuropathic patients whose results were contradictory.,1
Another point in focus is that while the findings of the study conducted by Morrison et al.,1
"[37] showed a significant improvement in the patients' walking, response time, balance indices, and dynamic position, those of the study carried out by Kruse et al.",1
(2010) showed that the combined resistance-aerobic training brought about no improvement in the balance and endurance of the patients' lower body [37].,1
This incongruity might be due to the intensity and type of the exercise protocol.,1
Diabetic neuropathy results in disorders in the nervous transport system and finally in muscular neurogenic atrophy [10].,1
"Muscular atrophy causes the muscular strength, speed, and endurance to decline [12, 13].",1
"In the present study, the trunk strength increase in the treatment group was insignificant, but in the control group it declined.",1
"The decline in the control group subjects' muscular strength of their trunk might be due to the progressing neuropathy; however, this was not the same as in the treatment group: the combined training not only prevented from the progression of the disease, but also helped increase the patients' trunk muscular strength compared with its status in the pretest.",1
"In line with the findings of the present study, some other research works showed a congruence of their findings.",1
They indicate that the aerobic-resistance exercises increase muscular strength and endurance [38–41].,1
The results of the present study also showed that lower body strength significantly increased in the combined training group but decreased in the control group.,1
"These findings, along with those of the other studies, show that aerobic and resistance training can potentially enhance the type 2 diabetic patients' muscular strength [42–44] and that of the patients afflicted with diabetic neuropathy [45–47].",1
"Here, one question is raised: while experiencing a significant increase in the lower body strength, why cannot we observe any improvement in aerobic endurance?",1
"To answer this question, it can be said that in order to walk and keep balanced, an individual, in addition to his muscular strength [48], needs to enjoy such factors as quick response time, spatial perception, body sense feedbacks, visual information [49], cognitive function, and behavioral-cognitive understanding factors [50].",1
Any disorder in any of them results in losing the balance and falling down [51].,1
The age attribute increase might have had a significant effect on each issue stated above and might have caused the balance loss.,1
"In regard to the progressive nature of diabetic peripheral neuropathy and the limited time of the combined aerobic and resistance treatment, it seems that the little variations having occurred in KLC-1 serum, aerobic endurance, and trunk strength can be positively taken and evaluated, and in spite of the fact that these variations are not statistically significant, it can be predicted that probably longer periods of these trainings can bring about effective results.",1
"Regarding the fact that the lower body strength increase is significant, it can be concluded that the combined aerobic-resistance training has had a significant effect on the lower body strengthening factors, and it is felt that more research is required to be conducted in this field.",1
Diabetic gastroenteropathy frequently causes debilitating gastrointestinal symptoms.,1
Previous uncontrolled studies have shown that transcutaneous vagal nerve stimulation (tVNS) may improve gastrointestinal symptoms.,1
"To investigate the effect of cervical tVNS in individuals with diabetes suffering from autonomic neuropathy and gastrointestinal symptoms, we conducted a randomised, sham-controlled, double-blind (participants and investigators were blinded to the allocated treatment) study.",1
"This study included adults (aged 20–86) with type 1 or 2 diabetes, gastrointestinal symptoms and autonomic neuropathy recruited from three Steno Diabetes Centres in Denmark.",1
Participants were randomly allocated 1:1 to receive active or sham stimulation.,1
Active cervical tVNS or sham stimulation was self-administered over two successive study periods: 1 week of four daily stimulations and 8 weeks of two daily stimulations.,1
The primary outcome measures were gastrointestinal symptom changes as measured using the gastroparesis cardinal symptom index (GCSI) and the gastrointestinal symptom rating scale (GSRS).,1
Secondary outcomes included gastrointestinal transit times and cardiovascular autonomic function.,1
"Sixty-eight participants were randomised to the active group, while 77 were randomised to the sham group.",1
"Sixty-three in the active and 68 in the sham group remained for analysis in study period 1, while 62 in each group were analysed in study period 2.",1
"In study period 1, active and sham tVNS resulted in similar symptom reductions (GCSI: _0.26 ± 0.64 vs _0.17 ± 0.62, p=0.44; GSRS: _0.35 ± 0.62 vs _0.32 ± 0.59, p=0.77; mean ± SD).",1
"In study period 2, active stimulation also caused a mean symptom decrease that was comparable to that observed after sham stimulation (GCSI: _0.47 ± 0.78 vs _0.33 ± 0.75, p=0.34; GSRS: _0.46 ± 0.90 vs _0.35 ± 0.79, p=0.50).",1
"Gastric emptying time was increased in the active group compared with sham (23 min vs _19 min, p=0.04).",1
Segmental intestinal transit times and cardiovascular autonomic measurements did not differ between treatment groups (all p>0.05).,1
The tVNS was well-tolerated.,1
"Cervical tVNS, compared with sham stimulation, does not improve gastrointestinal symptoms among individuals with diabetes and autonomic neuropathy.",1
"Diabetic gastroenteropathy affects multiple nerves, including those of the enteric nervous system and the vagal nerves, which modulate gastrointestinal function, causing widespread secretory and motor disturbances [1].",1
"Thus, severe gastrointestinal symptoms, malnutrition, unpredictable drug absorption and poor glycaemic control may occur, significantly reducing the quality of life and increasing the disease burden [2, 3].",1
"Progression of the underlying autonomic neuropathy may be reduced by multifactorial intervention [4], but gastrointestinal symptoms still require symptomatic management.",1
"Unfortunately, the management options have several limitations.",1
"Pharmacological therapies, e.g.",1
"prokinetic drugs, often have limited efficacy and can lead to severe side effects [5].",1
"Surgery may be required in some individuals and may involve gastric electrical stimulation [6, 7].",1
"The electrical stimulation improves nausea and vomiting in individuals with severe gastroparesis, probably by modulating the afferent vagal nerves without affecting gastric emptying [6, 8].",1
"However, the procedures are invasive, carry a risk of complications, and are often inefficacious.",1
"Consequently, there is an unmet need for effective and non-invasive treatment modalities.",1
"A potential target for future treatment is the vagal nerve, as its bidirectional signalling between the brain and the gastrointestinal system is essential for maintaining normal gastrointestinal function by modulating gastric tone etc. [9, 10].",1
"In animal studies, transcutaneous vagal nerve stimulation (tVNS) enhances gastrointestinal motility [11].",1
"Human studies have also demonstrated the ability of tVNS to modulate gastric motility, increase heart rate variability and activate vagal-related areas in the brain [12–14].",1
"tVNS is a non-invasive and user-friendly treatment that primarily activates the afferent vagal nerve fibres, similar to the presumed mechanism of invasive gastric electrical stimulation [15].",1
"Various stimulation devices are available, mainly targeting the auricular or cervical part of the vagal nerve.",1
"The cervical tVNS device gammaCore (electroCore, USA) is approved by the US Food and Drug Administration and CE-marked for treating migraine and cluster headaches [16].",1
"Two smaller observational studies have indicated that cervical tVNS diminishes gastrointestinal symptoms in individuals with gastroparesis [17, 18].",1
"However, randomised, double-blind, sham-controlled studies are lacking, and the symptom improvement seen in previous studies may be a placebo effect.",1
"Diabetic gastroenteropathy affects the entire gastrointestinal tract, resulting in diverse symptoms extending beyond the stomach [19, 20].",1
"Treatments are most often prescribed based on these clinical symptoms, as measures such as gastric emptying and segmental transit time are unsuitable for assessing treatment efficacy due to temporal variations and poor correlation with symptom severity [21].",1
We hypothesised that cervical tVNS improves gastrointestinal symptoms in individuals with diabetes and autonomic neuropathy.,1
The primary aim of this study was to assess the impact of cervical tVNS on gastrointestinal symptoms.,1
"The secondary aims were to further examine the effect on gastrointestinal symptoms, gastrointestinal transit times and autonomic function.",1
"An investigator-initiated, double-blind, randomised, sham-controlled, multicentre trial exploring the effects of cervical tVNS on gastrointestinal symptoms in individuals with diabetes was conducted across three Steno Diabetes Centers in Denmark (North Denmark, Copenhagen and Aarhus).",1
The participants were current patients or contacted the study personnel after reading about the study through social media or patient forums.,1
"Thus, the study included participants from both primary care and tertiary centres, covering a wide age range (20–86 years), indicating that the sample is representative of individuals with diabetes who experience gastrointestinal symptoms.",1
"Ethnicity and sex were self-reported, and sex assigned at birth was used, both reflecting the overall population composition in Denmark, with white ethnicity and female sex being slightly overrepresented.",1
"Eligible participants were >18 years old, and had a diagnosis of type 1 or type 2 diabetes confirmed at least 1 year before enrolment.",1
The presence of gastrointestinal symptoms and verified autonomic neuropathy were required for participation.,1
A weighted composite symptom cut-off score of 2.3 was used to ensure a significant symptom severity before inclusion.,1
This cut-off was based on the score for the mean gastroparesis cardinal symptom index (GCSI) in four cohorts of healthy individuals plus 1 SD (0.89) and the score for the mean gastrointestinal symptom rating scale (GSRS) in three cohorts of healthy individuals plus 2 SD (1.53) [22].,1
"The score was further weighted (GCSI _1.33 and GSRS _0.8) to ensure equal questionnaire contribution [23, 24].",1
"Diabetic autonomic neuropathy was confirmed through either (1) at least one abnormal autonomic cardiovascular reflex test assessed using the VAGUS device (Medicus Engineering, Denmark) [25]; (2) a decreased sudomotor response assessed using the SUDOSCAN device (Impeto Medical, USA) with electrochemical chloride conductance cut-offs for inclusion at 50 _S for hands and 70 _S for feet [26, 27]; or (3) a score above 16 on the validated composite autonomic symptoms score (COMPASS31) [28].",1
Participants were required to maintain stable medication usage for 3 months before and during the study.,1
The presence of any known concurrent gastrointestinal disease alongside diabetic gastroenteropathy led to exclusion.,1
The complete list of exclusion criteria is available in the study protocol [22].,1
"Baseline demographic information on height, weight, and smoking status were self-reported.",1
"The study was approved by the North Denmark Region Committee on Health Research Ethics (N-20190020) and the Danish Medicines Agency (CIV-19-07-029105), and supervised by the independent Danish Good Clinical Practice unit, ensuring data accuracy and credibility.",1
The study is registered at ClinicalTrials.gov (NCT04143269).,1
All participants gave written informed consent.,1
"The study intervention was tVNS delivered using the self-administered handheld gammaCore device, stimulating the cervical part of the vagal nerve using a low-voltage electrical signal [16].",1
The sham device was identical to the active device but solely generated a humming sound.,1
"The study was structured in two parallel treatment groups, with participants staying in their assigned randomisation.",1
"An independent, unblinded investigator taught the participants to use the device properly and oversaw the first stimulation in each study period.",1
The participants were given a diary to document every stimulation in prespecified time intervals.,1
"The device was placed anterior to the sternocleidomastoid muscle, lateral to the trachea and above the carotid artery pulsation.",1
"The participants were instructed to adjust the intensity in arbitrary units from 1 to 40, using the highest tolerable but non-painful level.",1
The tVNS was administered for 120 s bilaterally four times daily for 1 week in study period 1 and twice daily for 8 weeks in study period 2.,1
The study periods were separated by a 2-week wash-out period [22].,1
Participants were randomly allocated 1:1 to receive active or sham stimulation in blocks of 8 (sealedenvelope.com).,1
Each site received centrally allocated gammaCore and sham devices with unique anonymised numbers.,1
Gastrointestinal symptoms were assessed using two validated questionnaires.,1
The patient assessment of upper gastrointestinal symptom severity index consists of 20 items with scores ranging from 0 (no symptoms) to 5 (very severe symptoms) [29].,1
"The GCSI comprises nine of these questions, focusing on upper gastrointestinal symptoms divided into three categories: nausea/vomiting, bloating and postprandial fullness [23].",1
The GSRS was used to detect lower gastrointestinal symptoms.,1
"It comprises 15 items with scores of 1 (no discomfort) to 7 (very severe discomfort) divided into five symptom categories: reflux, abdominal pain, indigestion, diarrhoea and constipation [24].",1
"The symptom category sub-scores represent the mean value of the included items, and the average of the mean sub-score values determines the total questionnaire score.",1
"The SmartPill wireless motility capsule (Medtronic, USA) was used to assess segmental transit times, defined as the time it takes for the capsule to pass the stomach, small bowel, colon and the whole gut.",1
"The MotiliGI software (version 3.1) was used for data analysis, and two independent investigators analysed the data [30].",1
"Data were compared with normative values for segmental transit times, and those exceeding the 95th percentile were categorised as prolonged [31].",1
Cardiac autonomic neuropathy (CAN) was evaluated using the handheld VAGUS device.,1
The VAGUS device was used to determine whether the participants met the criteria for enrolment and it was used at baseline and after each study period [25].,1
"Heart rate variability in response to a cardiovascular autonomic reflex test (lying-to-standing, expiration/inspiration and Valsalva manoeuvre) was registered as pathological if values fell below a predefined age-specific cut-off [32].",1
"Based on the total score, the participant was categorised as having either absent (0), early (1) or manifest (2–3) CAN [33].",1
"Cardiac vagal tone (CVT) representing the parasympathetic efferent activity was assessed using an eMotion Faros device (Mega Electronics, Finland) at baseline, immediately after the first stimulation (acute effect) and after each study period (long-term effects).",1
"The device is an electrocardiogram monitor that measures heart rate and phase shifts in the beat-to-beat interval during a 5 min recording with the participant resting in a seated position [34, 35].",1
